cluster_id,normalized_surface_id,broken_invariant_id,trigger_precondition,environment_scope,atomic_finding_count,candidate_count
CS-0535,runtime:gpd.resume,resume-session-continuity,gpd validate command-context gpd:resume,product_local_or_unknown,2,1
CS-0536,runtime:gpd.resume,state-projection-parity,gpd:resume,runtime_boundary,2,1
CS-0537,runtime:gpd.resume-work,resume-session-continuity,gpd validate command-context gpd:resume-work,runtime_boundary,2,1
CS-0538,runtime:gpd.start,validation-contract-precision,gpd validate command-context gpd:start,product_local_or_unknown,2,1
CS-0539,unknown,artifact-provenance-propagation,GPD/phases/02-derive-the-candidate-entanglement-or-modular-entropy-observable-in-the-homogeneous-restricted-t-2-sector/notes/entropy-observable.md,product_local_or_unknown,2,1
CS-0540,unknown,artifact-provenance-propagation,GPD/phases/03-assess-the-single-geometry-all-genus-proposal-against-established-jt-anchors/03-01-SUMMARY.md,product_local_or_unknown,2,1
CS-0541,unknown,citation-reference-propagation,GPD state,product_local_or_unknown,2,2
CS-0542,unknown,mutation-ordering-durability,GPD/CONVENTIONS.md,runtime_boundary,2,2
CS-0543,unknown,mutation-ordering-durability,unknown,environment_or_sandbox,2,2
CS-0544,unknown,placeholder-sentinel-normalization,GPD/config.json,product_local_or_unknown,2,2
CS-0545,unknown,registry-query-visibility,GPD/phases/,product_local_or_unknown,2,2
CS-0546,unknown,registry-query-visibility,GPD/phases/01-literature-anchor-inventory-and-saddle-taxonomy/,runtime_boundary,2,1
CS-0547,unknown,registry-query-visibility,GPD/phases/01-map-the-quantum-information-derivations-of-rt/,product_local_or_unknown,2,1
CS-0548,unknown,registry-query-visibility,GPD/state.json.bak,runtime_boundary,2,1
CS-0549,unknown,resume-session-continuity,GPD metadata: the quantum expansion `\Theta` carries inverse-affine-length units,product_local_or_unknown,2,2
CS-0550,unknown,resume-session-continuity,GPD/,product_local_or_unknown,2,2
CS-0551,unknown,resume-session-continuity,GPD/config.json,runtime_boundary,2,2
CS-0552,unknown,resume-session-continuity,GPD/phases/01-scaffold-recovery-and-literature-grounded-setup,product_local_or_unknown,2,1
CS-0553,unknown,resume-session-continuity,GPD/phases/03-assess-the-single-geometry-all-genus-proposal-against-established-jt-anchors/03-01-SUMMARY.md,product_local_or_unknown,2,1
CS-0554,unknown,resume-session-continuity,GPD/state.json.bak,product_local_or_unknown,2,1
CS-0555,unknown,resume-session-continuity,unknown,environment_or_sandbox,2,2
CS-0556,unknown,runtime-bridge-parity,GPD/config.json,runtime_boundary,2,2
CS-0557,unknown,state-projection-parity,GPD conclusion: continuity can be repaired locally when the canonical `resume_file` is present,product_local_or_unknown,2,1
CS-0558,unknown,state-projection-parity,GPD conclusion: the canonical continuation handoff now persists,product_local_or_unknown,2,1
CS-0559,unknown,state-projection-parity,GPD during this session,product_local_or_unknown,2,1
CS-0560,unknown,state-projection-parity,GPD layer is also still incomplete,product_local_or_unknown,2,2
CS-0561,unknown,state-projection-parity,GPD state,product_local_or_unknown,2,1
CS-0562,unknown,state-projection-parity,GPD state` to,product_local_or_unknown,2,1
CS-0563,unknown,state-projection-parity,GPD/phases/01-literature-anchor-inventory-and-saddle-taxonomy/,runtime_boundary,2,1
CS-0564,unknown,state-projection-parity,GPD/phases/01-scaffold-recovery-and-literature-grounded-setup,product_local_or_unknown,2,1
CS-0565,unknown,state-projection-parity,GPD/phases/03-assess-the-single-geometry-all-genus-proposal-against-established-jt-anchors/03-01-SUMMARY.md,product_local_or_unknown,2,1
CS-0566,unknown,state-projection-parity,git check-ignore -v,product_local_or_unknown,2,2
CS-0567,unknown,state-projection-parity,git check-ignore -v GPD/,product_local_or_unknown,2,1
CS-0568,unknown,unknown,GPD state,product_local_or_unknown,2,2
CS-0569,unknown,unknown,GPD/CHECKPOINTS.md,product_local_or_unknown,2,1
CS-0570,unknown,unknown,GPD/phases/01-map-the-quantum-information-derivations-of-rt/,product_local_or_unknown,2,1
CS-0571,unknown,unknown,git check-ignore -v GPD/,product_local_or_unknown,2,1
CS-0572,unknown,unknown,unknown,environment_or_sandbox,2,1
CS-0573,unknown,validation-contract-precision,GPD tools are still unusable here,product_local_or_unknown,2,1
CS-0574,unknown,validation-contract-precision,GPD/,product_local_or_unknown,2,1
CS-0575,unknown,validation-contract-precision,GPD/CONVENTIONS.md,product_local_or_unknown,2,2
CS-0576,unknown,validation-contract-precision,GPD/literature/SINGULARITY-DIAGNOSTICS.md,product_local_or_unknown,2,1
CS-0577,unknown,validation-contract-precision,GPD/phases/,product_local_or_unknown,2,2
CS-0578,unknown,validation-contract-precision,GPD/phases/01-scaffold-recovery-and-literature-grounded-setup,product_local_or_unknown,2,1
CS-0579,unknown,validation-contract-precision,GPD/phases/03-assess-the-single-geometry-all-genus-proposal-against-established-jt-anchors/03-01-SUMMARY.md,product_local_or_unknown,2,1
CS-0580,unknown:runtime-bridge,registry-query-visibility,GPD MCP probes remain unavailable,runtime_boundary,2,1
CS-0581,unknown:runtime-bridge,registry-query-visibility,unknown,product_local_or_unknown,2,2
CS-0582,unknown:runtime-bridge,resume-session-continuity,GPD MCP tools consistently cancel from this runtime while the bridge CLI remains usable,runtime_boundary,2,2
CS-0583,unknown:runtime-bridge,resume-session-continuity,GPD/,runtime_boundary,2,1
CS-0584,unknown:runtime-bridge,runtime-bridge-parity,GPD MCP tools remain unusable from this workspace,runtime_boundary,2,1
CS-0585,unknown:runtime-bridge,runtime-bridge-parity,GPD command observations:,runtime_boundary,2,1
CS-0586,unknown:runtime-bridge,runtime-bridge-parity,GPD/STATE.md,runtime_boundary,2,2
CS-0587,unknown:runtime-bridge,runtime-bridge-parity,GPD/config.json,runtime_boundary,2,2
CS-0588,unknown:runtime-bridge,runtime-bridge-parity,GPD/phases/01-literature-anchor-inventory-and-saddle-taxonomy/,runtime_boundary,2,1
CS-0589,unknown:runtime-bridge,state-projection-parity,GPD MCP probes remain unavailable,runtime_boundary,2,1
CS-0590,unknown:runtime-bridge,state-projection-parity,GPD MCP tool calls still return immediate cancellation,runtime_boundary,2,1
CS-0591,unknown:runtime-bridge,state-projection-parity,GPD/,runtime_boundary,2,1
